country,city,lat,lon,macro_region,meso_region,development_level,gdp_per_capita,gdp_volume,hdi,ECI,population,total_city,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
united states,lehi,40.3916172,-111.8507662,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,62712,2,NA,NA,NA,NA,NA,NA,NA,1,NA,1
united states,hilliard,40.0333961,-83.1582451,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,35939,3,NA,NA,NA,NA,NA,NA,NA,1,1,1
india,amritsar,31.6339793,74.8722642,Asia,Southern Asia,Developing economies,7169,9.60E+12,0.647,0.359807,1212000,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
mexico,villahermosa,17.989456,-92.9475061,Americas,Northern America,Developing economies,19432,2.42E+12,0.767,1.09955,428564,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
thailand,khon kaen,16.4321938,102.8236214,Asia,South-eastern Asia,Developing economies,17917,1.24E+12,0.765,0.711704,251056,2,NA,NA,NA,NA,NA,NA,NA,1,NA,1
mexico,la paz,24.1426408,-110.3127531,Americas,Northern America,Developing economies,19432,2.42E+12,0.767,1.09955,189767,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
united states,morrisville,35.823483,-78.8255621,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,26461,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
united states,new oxford,39.8637086,-77.0558143,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,"NA",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
bolivia,el alto,-16.4899474,-68.2081896,Americas,South America,Developing economies,7480,83723411343,0.703,-1.07744,953253.0835,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
united states,modesto,37.6390972,-120.9968782,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,212175,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1
india,kalimpong,27.0593562,88.4694535,Asia,Southern Asia,Developing economies,7169,9.60E+12,0.647,0.359807,"NA",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
philippines,iloilo city,10.7201501,122.5621063,Asia,South-eastern Asia,Developing economies,8340,8.77E+11,0.712,0.381087,447992,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
india,burla,21.4887957,83.8844068,Asia,Southern Asia,Developing economies,7169,9.60E+12,0.647,0.359807,"NA",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
united states,vero beach,27.6386434,-80.3972736,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,16919,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
india,majitar,27.1876006,88.4997089,Asia,Southern Asia,Developing economies,7169,9.60E+12,0.647,0.359807,"NA",2,NA,NA,NA,NA,NA,NA,NA,NA,1,1
brazil,engenheiro coelho,-22.4912496,-47.2117241,Americas,South America,Developing economies,15662,3.26E+12,0.761,0.608252,"NA",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
united states,st. cloud,45.5579451,-94.1632404,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,114225,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1
india,lodz,11.4102038,76.6950324,Asia,Southern Asia,Developing economies,7169,9.60E+12,0.647,0.359807,"NA",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
united states,league city,29.5074538,-95.0949303,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,102010,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
united states,exeter,42.9814292,-70.9477546,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,14734,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
argentina,rufino,-34.2632375,-62.712828,Americas,South America,Developing economies,20843,9.18E+11,0.83,0.232335,"NA",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
taiwan,chiayi city,23.4800751,120.4491113,Asia,Eastern Asia,Developing economies,50500,1.19E+12,"NA","NA",5.00E+05,7,NA,NA,NA,NA,NA,1,2,1,2,1
brazil,santa cruz do sul,-29.722516,-52.4348382,Americas,South America,Developing economies,15662,3.26E+12,0.761,0.608252,126775,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1
indonesia,badung regency,-8.6488988,115.1592718,Asia,South-eastern Asia,Developing economies,12279,3.25E+12,0.707,-0.305644,"NA",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
israel,kiryat ono,32.054863,34.858858,Asia,Western Asia,Developed economies,38868,3.39E+11,0.906,1.3146,"NA",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
syria,omaha,35.1408881,36.7551993,Asia,Western Asia,Developing economies,2033,40405006007,0.549,-0.744963,1508000,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
brazil,poaos de caldas,-21.7695566,-46.5547852,Americas,South America,Developing economies,15662,3.26E+12,0.761,0.608252,164912,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
canada,papeete,44.3893556,-79.6903316,Americas,Northern America,Developed economies,46723,1.71E+12,0.922,1.05671,147685,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
malaysia,seri kembangan,3.021998,101.7055411,Asia,South-eastern Asia,Developing economies,30004,9.33E+11,0.804,0.971372,"NA",2,NA,NA,NA,NA,NA,NA,NA,1,NA,1
argentina,avellaneda,-29.1174521,-59.6586341,Americas,South America,Developing economies,20843,9.18E+11,0.83,0.232335,"NA",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
united states,robins air force base,32.6400014,-83.591719,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,"NA",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
pakistan,islamkot,24.7013799,70.1783251,Asia,Southern Asia,Developing economies,5249,1.09E+12,0.56,-0.859978,"NA",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
united states,searcy,35.2468204,-91.7336846,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,27180,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1
argentina,parana,-31.7413197,-60.5115471,Americas,South America,Developing economies,20843,9.18E+11,0.83,0.232335,262295,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
canada,nanaimo,49.1658836,-123.9400648,Americas,Northern America,Developed economies,46723,1.71E+12,0.922,1.05671,97826,2,NA,NA,NA,NA,1,NA,NA,NA,NA,1
united states,montezuma,39.581098,-105.8672337,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,"NA",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
malaysia,kampar,4.308504,101.1536528,Asia,South-eastern Asia,Developing economies,30004,9.33E+11,0.804,0.971372,"NA",2,NA,NA,NA,NA,NA,NA,NA,1,NA,1
united states,santa paula,34.3541659,-119.0592705,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,30747,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
mexico,irapuato,20.6786652,-101.3544964,Americas,Northern America,Developing economies,19432,2.42E+12,0.767,1.09955,339554,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
brazil,imperatriz,-5.5205508,-47.4718408,Americas,South America,Developing economies,15662,3.26E+12,0.761,0.608252,253873,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
united states,hilton head island,32.216316,-80.752608,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,74500,3,NA,NA,NA,1,NA,NA,NA,NA,1,1
canada,lorette,49.7396213,-96.8743275,Americas,Northern America,Developed economies,46723,1.71E+12,0.922,1.05671,"NA",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
brazil,uberaba,-19.7473668,-47.939154,Americas,South America,Developing economies,15662,3.26E+12,0.761,0.608252,325279,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1
japan,ota city,35.561407,139.7160626,Asia,Eastern Asia,Developed economies,41959,5.32E+12,0.915,2.30938,219807,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
united states,mount laurel township,39.934002,-74.8909988,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,41795,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
turkey,emirgan mahallesi,41.1046141,29.053266,Asia,Western Asia,Developing economies,27879,2.26E+12,0.807,0.175726,"NA",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
united states,old bridge township,40.4128551,-74.307282,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,66880,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
united states,franklin lakes,41.0167639,-74.2057011,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,11255,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
trinidad and tobago,san fernando,10.3015828,-61.4490453,Americas,Caribbean,Developing economies,31429,43499718859,0.799,-0.0506048,166039,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
united states,naples,26.1420358,-81.7948103,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,21948,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
united states,nampa,43.5788175,-116.55978,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,173863,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
united states,del mar,32.9594891,-117.2653146,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,"NA",1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
united states,cresskill,40.9414874,-73.9593041,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,8935,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
united states,glen echo,38.969555,-77.141923,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,"NA",1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
united states,zeeland,42.8125246,-86.018651,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,5559,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
united states,new york,40.7397136,-73.840785,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,8622698,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
india,ludhiana,30.900965,75.8572758,Asia,Southern Asia,Developing economies,7169,9.60E+12,0.647,0.359807,1649000,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
united states,mandeville,30.3582506,-90.0656311,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,94760,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
malaysia,johor,1.4853682,103.7618154,Asia,South-eastern Asia,Developing economies,30004,9.33E+11,0.804,0.971372,"NA",1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
united states,draper,40.5246711,-111.8638226,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,47710,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
canada,sechelt,49.4741736,-123.7545601,Americas,Northern America,Developed economies,46723,1.71E+12,0.922,1.05671,"NA",1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
china,xuzhou,34.205768,117.284124,Asia,Eastern Asia,Developing economies,16782,2.33E+13,0.758,0.691307,"NA",3,NA,NA,1,NA,2,NA,NA,NA,NA,NA
china,chuxiong,25.045532,101.528068,Asia,Eastern Asia,Developing economies,16782,2.33E+13,0.758,0.691307,254370,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
china,guangdong,23.3790333,113.7632828,Asia,Eastern Asia,Developing economies,16782,2.33E+13,0.758,0.691307,"NA",1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
united states,rosman,35.143721,-82.8212432,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,"NA",1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
united states,seaside,36.6149217,-121.822098,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,118110,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
turkey,cesme,38.3228017,26.3027607,Asia,Western Asia,Developing economies,27879,2.26E+12,0.807,0.175726,"NA",1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
south korea,busan,35.2335123,129.0810047,Asia,Eastern Asia,Developing economies,38824,2.00E+12,0.906,1.77613,3428923,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
united arab emirates,ras al khaimah,25.6741343,55.9804173,Asia,Western Asia,Developing economies,73356,6.96E+11,0.866,0.128674,160849,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
united states,los angeles,34.1002455,-118.459463,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,3884307,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
canada,fort mcmurray,56.7266598,-111.3790441,Americas,Northern America,Developed economies,46723,1.71E+12,0.922,1.05671,21863,3,NA,NA,NA,1,1,NA,1,NA,NA,NA
argentina,moran,-34.6558611,-58.6167212,Americas,South America,Developing economies,20843,9.18E+11,0.83,0.232335,"NA",1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
united states,overland park,38.9822282,-94.6707917,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,188966,3,NA,NA,NA,1,NA,NA,NA,NA,1,1
malaysia,semenyih,2.947441,101.8451441,Asia,South-eastern Asia,Developing economies,30004,9.33E+11,0.804,0.971372,"NA",2,NA,NA,NA,1,NA,NA,NA,NA,NA,1
argentina,resistencia,-27.4518622,-58.9855547,Americas,South America,Developing economies,20843,9.18E+11,0.83,0.232335,387158,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
india,haryana,29.0587757,76.085601,Asia,Southern Asia,Developing economies,7169,9.60E+12,0.647,0.359807,"NA",1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
pakistan,nawabshah,26.2446966,68.3935487,Asia,Southern Asia,Developing economies,5249,1.09E+12,0.56,-0.859978,229504,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
united states,torrington,41.8003049,-73.1211715,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,40583,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
united states,topanga,34.0919452,-118.6021321,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,7705,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
united states,mission viejo,33.5968913,-117.6581562,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,600474,2,NA,NA,NA,1,NA,NA,NA,1,NA,NA
taiwan,kaohsiung city,22.6877358,120.2916524,Asia,Eastern Asia,Developing economies,50500,1.19E+12,"NA","NA",2769072,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
united states,carlsbad,33.1580933,-117.3505939,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,113952,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
saudi arabia,thuwal,22.30229,39.1231459,Asia,Western Asia,Developing economies,53693,1.78E+12,0.857,0.747155,"NA",2,NA,NA,NA,1,NA,NA,NA,NA,1,NA
armenia,myasnikyan,40.1814881,43.9146893,Asia,Western Asia,Transition economies,9621,28331472880,0.76,"NA","NA",1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
canada,galiano island,48.9236469,-123.441472,Americas,Northern America,Developed economies,46723,1.71E+12,0.922,1.05671,"NA",1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
azerbaijan,ganja,40.6878581,46.3723313,Asia,Western Asia,Transition economies,17525,1.73E+11,0.754,-0.654587,331986,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
united states,cherry hill,39.926813,-75.0246312,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,71204,3,NA,NA,NA,1,NA,NA,NA,1,1,NA
japan,kanagawa,35.4913535,139.284143,Asia,Eastern Asia,Developed economies,41959,5.32E+12,0.915,2.30938,"NA",1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
canada,north saanich,48.6197483,-123.4169098,Americas,Northern America,Developed economies,46723,1.71E+12,0.922,1.05671,"NA",1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
canada,mont-tremblant,46.1184616,-74.5961852,Americas,Northern America,Developed economies,46723,1.71E+12,0.922,1.05671,"NA",1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
united states,dana point,33.4672256,-117.6981014,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,33934,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
canada,gabriola,49.1577754,-123.7893349,Americas,Northern America,Developed economies,46723,1.71E+12,0.922,1.05671,"NA",1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
united states,teaneck,40.8932469,-74.0116536,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,40977,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
china,sanya,18.252847,109.511909,Asia,Eastern Asia,Developing economies,16782,2.33E+13,0.758,0.691307,362689,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
hong kong,hong kong island,22.2587586,114.1910696,Asia,Eastern Asia,Developing economies,61500,4.56E+11,"NA","NA",1252100,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
saudi arabia,al jubail,26.9597709,49.5687416,Asia,Western Asia,Developing economies,53693,1.78E+12,0.857,0.747155,337778,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
united states,walla walla,46.0645809,-118.3430208,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,57779,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
japan,hirakata,34.8147385,135.6511362,Asia,Eastern Asia,Developed economies,41959,5.32E+12,0.915,2.30938,404152,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
united states,poughkeepsie,41.7003713,-73.9209701,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,396041,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
brazil,sao luis,-2.5299669,-44.2567292,Americas,South America,Developing economies,15662,3.26E+12,0.761,0.608252,1082935,3,NA,NA,NA,NA,1,NA,1,NA,1,NA
japan,nishinomiya,34.7376029,135.3415109,Asia,Eastern Asia,Developed economies,41959,5.32E+12,0.915,2.30938,487850,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
united states,henniker,43.1798323,-71.8222872,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,"NA",1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
united states,huntley,42.1680796,-88.4281415,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,27207,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
united states,medina,41.143245,-81.8552196,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,26190,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
indonesia,banten,-6.4058172,106.0640179,Asia,South-eastern Asia,Developing economies,12279,3.25E+12,0.707,-0.305644,"NA",1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
united states,scott air force base,38.5415911,-89.8550095,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,"NA",2,NA,NA,NA,1,1,NA,NA,NA,NA,NA
argentina,corrientes,-27.4692131,-58.8306349,Americas,South America,Developing economies,20843,9.18E+11,0.83,0.232335,340823,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
united states,lake aluma,35.5340005,-97.4476008,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,"NA",1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
united states,lakeville,44.6496868,-93.24272,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,63748,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
japan,ebetsu,43.1037667,141.5362413,Asia,Eastern Asia,Developed economies,41959,5.32E+12,0.915,2.30938,120636,2,NA,NA,NA,NA,1,1,NA,NA,NA,NA
kazakhstan,kaskelen,43.2010443,76.6354952,Asia,Central Asia,Transition economies,26491,4.78E+11,0.817,0.0883664,"NA",1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
venezuela,maracaibo,10.642707,-71.6125366,Americas,South America,Developing economies,18102,5.44E+11,0.726,-0.655229,1653215,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
colombia,la calera,4.720521,-73.968631,Americas,South America,Developing economies,14507,7.09E+11,0.761,0.144356,"NA",1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
japan,okinawa,26.1201911,127.7025012,Asia,Eastern Asia,Developed economies,41959,5.32E+12,0.915,2.30938,139279,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
united states,greenwood village,39.6172101,-104.9508141,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,15721,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
philippines,baler,15.733607,121.57125,Asia,South-eastern Asia,Developing economies,8340,8.77E+11,0.712,0.381087,"NA",1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
united states,fitchburg,42.5834228,-71.8022955,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,40793,2,NA,NA,1,NA,NA,1,NA,NA,NA,NA
united states,dubuque,42.5022661,-90.6654675,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,68573,2,NA,NA,NA,NA,NA,1,1,NA,NA,NA
united states,oil city,41.4339484,-79.7064413,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,14290,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
united states,brookville,39.8367207,-84.4113366,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,5888,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
argentina,carlos casares,-35.6225839,-61.3653564,Americas,South America,Developing economies,20843,9.18E+11,0.83,0.232335,"NA",1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
united states,carpinteria,34.3988838,-119.5184564,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,13622,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
india,kolkata,22.4488046,88.3069311,Asia,Southern Asia,Developing economies,7169,9.60E+12,0.647,0.359807,4486679,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
united states,graterford,40.2256585,-75.454623,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,"NA",1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
canada,huron east,43.5534346,-81.3934049,Americas,Northern America,Developed economies,46723,1.71E+12,0.922,1.05671,"NA",1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
united states,cincinnatus,42.5422923,-75.8957534,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,"NA",1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
united states,ashland,42.1945758,-122.7094767,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,24477,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
china,lanzhou,36.061089,103.834303,Asia,Eastern Asia,Developing economies,16782,2.33E+13,0.758,0.691307,2561000,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
united states,bellaire,29.7057858,-95.4588299,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,18797,2,NA,NA,1,NA,NA,1,NA,NA,NA,NA
united states,hastings,43.3739582,-76.1524252,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,24391,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
china,dongguan,23.020673,113.751799,Asia,Eastern Asia,Developing economies,16782,2.33E+13,0.758,0.691307,4528000,2,NA,NA,NA,NA,NA,1,1,NA,NA,NA
indonesia,sumedang regency,-6.9370992,107.7813872,Asia,South-eastern Asia,Developing economies,12279,3.25E+12,0.707,-0.305644,"NA",1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
china,shanghai,31.032243,121.227747,Asia,Eastern Asia,Developing economies,16782,2.33E+13,0.758,0.691307,24256800,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
turkey,ayaanlan urfada,37.1674039,38.7955149,Asia,Western Asia,Developing economies,27879,2.26E+12,0.807,0.175726,"NA",1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
china,xinjiang,44.306097,86.080602,Asia,Eastern Asia,Developing economies,16782,2.33E+13,0.758,0.691307,573182,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
yemen,al mukalla,14.5404328,49.127197,Asia,Western Asia,Developing economies,2645,73631685331,0.463,-0.97195,258132,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
united states,diamond bar,34.0286226,-117.8103367,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,56665,3,NA,NA,NA,NA,NA,NA,1,NA,1,1
united states,winter garden,28.5652787,-81.5861847,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,43536,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
united states,beloit,42.5083482,-89.0317765,Americas,Northern America,Developed economies,59928,1.95E+13,0.92,1.75541,63498,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
costa rica,santa ana,9.9312697,-84.1820735,Americas,Central America,Developing economies,16976,84031346801,0.794,0.237988,"NA",1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
